external_id,player_id,name,firstname,lastname,full_name,nationality,teams,team_countries,leagues,current_name_ko,current_short_name_ko,method,matched_name,name_ko,short_name_ko,current_quality_bad
39368,1954,R. Espejord,Runar,Espejord,Runar Espejord,Norway,,,,,,wikidata-ko-label,Runar Espejord,루나르 에스페요르,에스페요르,False
39371,16547,B. Rojas,Brayan Andrés,Rojas Jiménez,Brayan Andrés Rojas Jiménez,Costa Rica,,,,,,nationality-phonetic:Costa Rica:spanish,Brayan Andrés Rojas Jiménez,브라이아느 아느드레스 로ㅎ아스 ㅎ이메네스,로ㅎ아스,False
39612,17644,J. Murillo,José Manuel,Murillo Morán,José Manuel Murillo Morán,Panama,,,,호세 마누엘 무릴로 모란,무릴로,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,호세 마누엘 무릴로 모란,무릴로,False
39838,2777,A. Barco,Alfonso Daniel,Barco Del Solar,Alfonso Daniel Barco Del Solar,Peru,,,,,,nationality-phonetic:Peru:spanish,Alfonso Daniel Barco Del Solar,아르포느소 다니엘 바르코 소라르,바르코,False
40197,3733,K. Kallaste,Ken,Kallaste,Ken Kallaste,Estonia,,,,,,wikidata-ko-label,Ken Kallaste,켄 칼라스테,칼라스테,False
40206,16561,F. Brown Forbes,Felicio Anando,Brown Forbes,Felicio Anando Brown Forbes,Costa Rica,,,,,,wikidata-ko-label,Felicio Anando Brown Forbes,펠리시오 브라운 포브스,포브스,False
40224,16199,P. Bochniewicz,Paweł Piotr,Bochniewicz,Paweł Piotr Bochniewicz,Poland,,,,,,nationality-phonetic:Poland:polish,Paweł Piotr Bochniewicz,파페우 피오트르 보치니피치,보치니피치,False
40257,4723,R. Augustyniak,Rafał Sylwester,Augustyniak,Rafał Sylwester Augustyniak,Poland,,,,,,nationality-phonetic:Poland:polish,Rafał Sylwester Augustyniak,라파우 시르페스테르 아우구스티니아크,아우구스티니아크,False
40275,5985,Ángel García,Ángel,García Cabezali,Ángel García Cabezali,Spain,,,,,,nationality-phonetic:Spain:spanish,Ángel García Cabezali,앙헬 가르키아 카베사리,가르키아,False
40296,5966,K. Angielski,Karol Jerzy,Angielski,Karol Jerzy Angielski,Poland,AEK Larnaca,Cyprus,UEFA Europa League,카롤 예르지 안기엘스키,안기엘스키,verified-seed-csv,player_translation_uel_2025_remaining.csv,카롤 예르지 안기엘스키,안기엘스키,False
40302,3896,P. Šteinbors,Pāvels,Šteinbors,Pāvels Šteinbors,Latvia,,,,,,nationality-phonetic:Latvia:latvian,Pāvels Šteinbors,파베르스 스타이느보르스,스타이느보르스,False
40384,1266,R. Majecki,Radosław,Majecki,Radosław Majecki,Poland,,,,,,nationality-phonetic:Poland:polish,Radosław Majecki,라도수아프 마이에크키,마이에크키,False
40392,6059,M. Wieteska,Mateusz,Wieteska,Mateusz Wieteska,Poland,Poland,Poland,World Cup,마테우시 비에테스카,비에테스카,verified-seed-csv,player_translation_world_cup_2022.csv,마테우시 비에테스카,비에테스카,False
40403,3226,S. Szymański,Sebastian,Szymański,Sebastian Szymański,Poland,Fenerbahçe; Poland,Poland; Turkey,UEFA Champions League; UEFA Europa League; World Cup,세바스티안 시만스키,시만스키,verified-seed-csv,player_translation_ucl_2025_remaining.csv,세바스티안 시만스키,시만스키,False
40405,6091,S. Kulenović,Sandro,Kulenović,Sandro Kulenović,Croatia,Dinamo Zagreb,Croatia,UEFA Europa League,산드로 쿨레노비치,쿨레노비치,verified-seed-csv,player_translation_uel_2025_remaining.csv,산드로 쿨레노비치,쿨레노비치,False
40422,16202,P. Dziczek,Patryk,Dziczek,Patryk Dziczek,Poland,,,,,,nationality-phonetic:Poland:polish,Patryk Dziczek,파트리크 드즈이치에크,드즈이치에크,False
40431,3590,P. Parzyszek,Piotr,Parzyszek,Piotr Parzyszek,Poland,,,,,,nationality-phonetic:Poland:polish,Piotr Parzyszek,피오트르 파주이슈에크,파주이슈에크,False
40435,5967,Z. Alomerović,Zlatan,Alomerović,Zlatan Alomerović,Germany,,,,,,wikidata-ko-label,Zlatan Alomerović,즐라탄 알로메로비치,알로메로비치,False
40440,17153,S. Vitória,Steven,de Sousa Vitória,Steven de Sousa Vitória,Canada,Canada,Canada,World Cup,스테벵 비토리아,비토리아,verified-seed-csv,player_translation_world_cup_2022.csv,스테벵 비토리아,비토리아,False
40452,16203,K. Michalak,Konrad Hubert,Michalak,Konrad Hubert Michalak,Poland,,,,,,nationality-phonetic:Poland:polish,Konrad Hubert Michalak,코느라드 흐우베르트 미치아라크,미치아라크,False
40477,2759,J. Lasickas,Justas,Lasickas,Justas Lasickas,Lithuania,,,,,,nationality-phonetic:Lithuania:lithuanian,Justas Lasickas,이우스타스 라시크카스,라시크카스,False
40495,9340,M. Helik,Michał Sławomir,Helik,Michał Sławomir Helik,Poland,Oxford United,England,FA Cup; League Cup,미하우 헬리크,헬리크,verified-seed-csv,player_translation_league_cup_2025_remaining.csv,미하우 헬리크,헬리크,False
40529,2003,F. Jagiełło,Filip Wojciech,Jagiełło,Filip Wojciech Jagiełło,Poland,Lech Poznan,Poland,UEFA Champions League,필립 야기엘로,야기엘로,wikidata-ko-label,Filip Jagiełło,필리프 야기에워,야기에워,False
40542,2021,K. Bąkowski,Krzysztof,Bąkowski,Krzysztof Bąkowski,Poland,Lech Poznan,Poland,UEFA Champions League,크시슈토프 바코프스키,바코프스키,verified-seed-csv,player_translation_ucl_2025_remaining.csv,크시슈토프 바코프스키,바코프스키,False
40559,16223,K. Jóźwiak,Kamil Jan,Jóźwiak,Kamil Jan Jóźwiak,Poland,,,,,,nationality-phonetic:Poland:polish,Kamil Jan Jóźwiak,카미르 이아느 이오피아크,이오피아크,False
40560,16224,J. Kamiński,Jakub Piotr,Kamiński,Jakub Piotr Kamiński,Poland,Poland,Poland,World Cup,야쿠프 카민스키,카민스키,verified-seed-csv,player_translation_world_cup_2022.csv,야쿠프 카민스키,카민스키,False
40565,2004,M. Skrzypczak,Mateusz,Skrzypczak,Mateusz Skrzypczak,Poland,Lech Poznan,Poland,UEFA Champions League,마테우시 스크지프차크,스크지프차크,current-clean-ko,player_translation,마테우시 스크지프차크,스크지프차크,False
40582,16204,S. Walukiewicz,Sebastian Wiktor,Walukiewicz,Sebastian Wiktor Walukiewicz,Poland,,,,,,nationality-phonetic:Poland:polish,Sebastian Wiktor Walukiewicz,세바스티아느 피크토르 파루키피치,파루키피치,False
40594,4917,A. Buksa,Adam,Buksa,Adam Buksa,Poland,FC Midtjylland; Poland,Denmark; Poland,UEFA Europa League; World Cup,아담 북사,북사,verified-seed-csv,player_translation_uel_2025_remaining.csv,아담 북사,북사,False
40612,4748,P. Kun,Patryk,Kun,Patryk Kun,Poland,,,,,,nationality-phonetic:Poland:polish,Patryk Kun,파트리크 쿠느,쿠느,False
40774,9359,P. Płacheta,Przemysław,Płacheta,Przemysław Płacheta,Poland,Oxford United,England,FA Cup; League Cup,프제미스와프 플라헤타,플라헤타,verified-seed-csv,player_translation_league_cup_2025_remaining.csv,프제미스와프 플라헤타,플라헤타,False
40806,6390,M. Mikovič,Martin,Mikovič,Martin Mikovič,Slovakia,,,,,,nationality-phonetic:Slovakia:slovak,Martin Mikovič,마르틴 미코비츠,미코비츠,False
40809,2898,M. Skóraś,Michał Krzysztof,Skóraś,Michał Krzysztof Skóraś,Poland,Club Brugge KV; Poland,Belgium; Poland,UEFA Champions League; World Cup,미하우 스쿠라시,스쿠라시,verified-seed-csv,player_translation_ucl_2025_remaining.csv,미하우 스쿠라시,스쿠라시,False
40911,1643,J. Moder,Jakub Piotr,Moder,Jakub Piotr Moder,Poland,Feyenoord,Netherlands,UEFA Europa League,야쿠프 모데르,모데르,verified-seed-csv,player_translation_uel_2025_remaining.csv,야쿠프 모데르,모데르,False
40952,16207,K. Pestka,Kamil,Pestka,Kamil Pestka,Poland,,,,,,nationality-phonetic:Poland:polish,Kamil Pestka,카미르 페스트카,페스트카,False
40984,7061,T. Puchacz,Tymoteusz,Puchacz,Tymoteusz Puchacz,Poland,Poland,Poland,World Cup,티모테우시 푸하치,푸하치,verified-seed-csv,player_translation_world_cup_2022.csv,티모테우시 푸하치,푸하치,False
41017,4724,K. Chodyna,Kacper,Chodyna,Kacper Chodyna,Poland,,,,,,nationality-phonetic:Poland:polish,Kacper Chodyna,카크페르 치오디나,치오디나,False
41089,1494,Matheus,Matheus,Lima Magalhães,Matheus Lima Magalhães,Brazil,FK Crvena Zvezda,Serbia,UEFA Champions League; UEFA Europa League,마테우스,마테우스,current-clean-ko,player_translation,마테우스,마테우스,False
41090,4414,Tiago Sá,Tiago,Magalhães de Sá,Tiago Magalhães de Sá,Portugal,SC Braga,Portugal,UEFA Europa League,티아고 마갈란예스 데 사,티아고 사,verified-seed-csv,player_translation_uel_2025_remaining.csv,티아고 마갈란예스 데 사,티아고 사,False
41099,1725,Ricardo Esgaio,Ricardo,Sousa Esgaio,Ricardo Sousa Esgaio,Portugal,,,,,,nationality-phonetic:Portugal:portuguese,Ricardo Sousa Esgaio,리카르도 수사 에스가이오,수사,False
41103,4415,Ricardo Horta,Ricardo Jorge,da Luz Horta,Ricardo Jorge da Luz Horta,Portugal,Portugal; SC Braga,Portugal,UEFA Europa League; World Cup,히카르두 오르타,오르타,verified-seed-csv,player_translation_uel_2025_remaining.csv,히카르두 오르타,오르타,False
41104,358,João Palhinha,João Maria,Lobo Alves Palhinha Gonçalves,João Maria Lobo Alves Palhinha Gonçalves,Portugal,Portugal; Tottenham,England; Portugal,FA Cup; League Cup; Premier League; UEFA Champions League; World Cup,주앙 팔리냐,팔리냐,verified-seed-csv,player_translation_epl_2025.csv,주앙 팔리냐,팔리냐,False
41111,18218,Paulinho,João Paulo,Dias Fernandes,João Paulo Dias Fernandes,Portugal,,,,파울리뉴,파울리뉴,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,파울리뉴,파울리뉴,False
41112,1726,Trincão,Francisco António,Machado Mota de Castro Trincão,Francisco António Machado Mota de Castro Trincão,Portugal,Sporting CP,Portugal,UEFA Champions League,트린캉,트린캉,verified-seed-csv,player_translation_ucl_2025_priority.csv,트린캉,트린캉,False
41130,2606,Chiquinho,Francisco Leonel,Lima Silva Machado,Francisco Leonel Lima Silva Machado,Portugal,Olympiakos Piraeus,Greece,UEFA Champions League,치키뉴,치키뉴,verified-seed-csv,player_translation_ucl_2025_priority.csv,치키뉴,치키뉴,False
41144,17359,Dodô,Domilson,Cordeiro dos Santos,Domilson Cordeiro dos Santos,Brazil,,,,조제 호도우푸 피리스 히베이루,히베이루,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,조제 호도우푸 피리스 히베이루,히베이루,False
41150,1410,E. Tapsoba,Edmond Fayçal,Tapsoba,Edmond Fayçal Tapsoba,Burkina Faso,Bayer Leverkusen,Germany,UEFA Champions League,에드몽 탑소바,탑소바,verified-seed-csv,player_translation_ucl_2025_remaining.csv,에드몽 탑소바,탑소바,False
41155,3750,Pêpê Rodrigues,Pedro Filipe,Figueiredo Rodrigues,Pedro Filipe Figueiredo Rodrigues,Portugal,Pafos,Cyprus,UEFA Champions League,페드로 필리페 피게이레도 로드리게스,로드리게스,verified-seed-csv,player_translation_ucl_2025_remaining.csv,페드로 필리페 피게이레도 로드리게스,로드리게스,False
41160,3790,Hélder Ferreira,Hélder José,Castro Ferreira,Hélder José Castro Ferreira,Portugal,FC Noah,Armenia,UEFA Champions League,헬데르 페레이라,페레이라,verified-seed-csv,player_translation_ucl_2025_remaining.csv,헬데르 페레이라,페레이라,False
41169,17293,Léo Jardim,Leonardo César,Jardim,Leonardo César Jardim,Brazil,,,,레오 제르딤,제르딤,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,레오 제르딤,제르딤,False
41172,6753,T. Borevković,Toni,Borevković,Toni Borevković,Croatia,,,,,,nationality-phonetic:Croatia:croatian,Toni Borevković,토니 보레브코비츠,보레브코비츠,False
41179,1743,Matheus Reis,Matheus,Reis de Lima,Matheus Reis de Lima,Brazil,Sporting CP,Portugal,UEFA Champions League,마테우스 레이스 데 리마,레이스,verified-seed-csv,player_translation_ucl_2025_remaining.csv,마테우스 레이스 데 리마,레이스,False
41194,1727,Nuno Santos,Nuno Miguel,Gomes dos Santos,Nuno Miguel Gomes dos Santos,Portugal,Sporting CP,Portugal,UEFA Champions League,누노 미겔 고메스 도스 산토스,산토스,verified-seed-csv,player_translation_ucl_2025_remaining.csv,누노 미겔 고메스 도스 산토스,산토스,False
41197,17287,Galeno,Wenderson,Rodrigues do Nascimento Galeno,Wenderson Rodrigues do Nascimento Galeno,Brazil,,,,갈레누,갈레누,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,갈레누,갈레누,False
41216,18662,Osama Rashid,Osama Jabbar,Shafeeq Rashid,Osama Jabbar Shafeeq Rashid,Iraq,,,,오사마 자바르 샤펙 라시드,오사마 라시드,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,오사마 자바르 샤펙 라시드,오사마 라시드,False
41236,3785,Gonçalo Silva,Gonçalo Filipe,Oliveira Silva,Gonçalo Filipe Oliveira Silva,Portugal,FC Noah,Armenia,UEFA Champions League,곤살로 필리페 올리베이라 실바,실바,verified-seed-csv,player_translation_ucl_2025_remaining.csv,곤살로 필리페 올리베이라 실바,실바,False
41324,1728,Ricardo Mangas,Ricardo Luís,Chaby Mangas,Ricardo Luís Chaby Mangas,Portugal,Sporting CP,Portugal,UEFA Champions League,리카르도 루이스 차비 망가스,망가스,verified-seed-csv,player_translation_ucl_2025_remaining.csv,리카르도 루이스 차비 망가스,망가스,False
41349,15438,S. Gonda,Shūichi,Gonda,Shūichi Gonda,Japan,Japan,Japan,World Cup,곤다 슈이치,슈이치,verified-seed-csv,player_translation_world_cup_2022.csv,곤다 슈이치,슈이치,False
41379,3777,G. Makaridze,Giorgi,Makaridze,Giorgi Makaridze,Georgia,,,,,,nationality-phonetic:Georgia:georgian,Giorgi Makaridze,기오르기 마카리즈에,마카리즈에,False
41432,4386,Cláudio Ramos,Cláudio Pires,Morais Ramos,Cláudio Pires Morais Ramos,Portugal,FC Porto,Portugal,UEFA Europa League,클라우디오 라모스,라모스,verified-seed-csv,player_translation_uel_2025_remaining.csv,클라우디오 라모스,라모스,False
41440,16566,F. Moufi,Fahd,Moufi,Fahd Moufi,Morocco,,,,,,nationality-phonetic:Morocco:arabic,Fahd Moufi,파흐드 무피,무피,False
41448,2043,S. Peña,Sergio Fernando,Peña Flores,Sergio Fernando Peña Flores,Peru,,,,,,nationality-phonetic:Peru:spanish,Sergio Fernando Peña Flores,세르히오 페르난도 페니아 프로레스,페니아,False
41529,3793,Gonçalo Gregório,Gonçalo,de Almeida Gregório,Gonçalo de Almeida Gregório,Portugal,FC Noah,Armenia,UEFA Champions League,곤살로 데 알메이다 그레고리오,그레고리오,verified-seed-csv,player_translation_ucl_2025_remaining.csv,곤살로 데 알메이다 그레고리오,그레고리오,False
41552,15592,P. Ciss,Pathé Ismaël,Ciss,Pathé Ismaël Ciss,Senegal,Senegal,Senegal,World Cup,파테 시스,시스,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,파테 시스,시스,False
41560,3751,Anderson Silva,Anderson,Oliveira Silva,Anderson Oliveira Silva,Brazil,Pafos,Cyprus,UEFA Champions League,안더슨 올리베이라 실바,실바,verified-seed-csv,player_translation_ucl_2025_remaining.csv,안더슨 올리베이라 실바,실바,False
41574,3472,Sandro Cruz,Sandro Plínio,Rosa da Cruz,Sandro Plínio Rosa da Cruz,Portugal,Slovan Bratislava,Slovakia,UEFA Champions League,산드로 플리니오 로사 다 크루즈,크루즈,verified-seed-csv,player_translation_ucl_2025_remaining.csv,산드로 플리니오 로사 다 크루즈,크루즈,False
41582,2760,Tiago Dantas,Tiago Filipe,Oliveira Dantas,Tiago Filipe Oliveira Dantas,Portugal,,,,,,nationality-phonetic:Portugal:portuguese,Tiago Filipe Oliveira Dantas,티아고 피리페 오리바이라 다느타스,오리바이라,False
41585,1221,Gonçalo Ramos,Gonçalo,Matias Ramos,Gonçalo Matias Ramos,Portugal,Paris Saint Germain; Portugal,France; Portugal,UEFA Champions League; World Cup,곤살루 하무스,하무스,verified-seed-csv,player_translation_ucl_2025_priority.csv,곤살루 하무스,하무스,False
41597,7510,C. Willock,Christopher Anthony,Willock,Christopher Anthony Willock,England,Cardiff,Wales,League Cup,크리스토퍼 앤써니 윌록,윌록,verified-seed-csv,player_translation_league_cup_2025_remaining.csv,크리스토퍼 앤써니 윌록,윌록,False
41606,173,Toti Gomes,Tote António,Gomes,Tote António Gomes,Portugal,Wolves,England,FA Cup; League Cup; Premier League,토티 고메스,토티,verified-seed-csv,player_translation_epl_2025.csv,토티 고메스,토티,False
41621,518,Matheus Nunes,Matheus Luiz,Nunes,Matheus Luiz Nunes,Portugal,Manchester City; Portugal,England; Portugal,FA Cup; League Cup; Premier League; UEFA Champions League; World Cup,마테우스 누네스,누네스,verified-seed-csv,player_translation_epl_2025.csv,마테우스 누네스,누네스,False
41627,19121,K. Gorré,Kenji Joel,Gorré,Kenji Joel Gorré,Curaçao,,,,켄지 호레,호레,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,켄지 호레,호레,False
41647,17879,Hwang Mun-Ki,Mun-Ki,Hwang,Mun-Ki Hwang,Korea Republic,,,,문기 황,황,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,문기 황,황,False
41725,242,Fábio Vieira,Fábio Daniel,Ferreira Vieira,Fábio Daniel Ferreira Vieira,Portugal,,,,파비우 비에이라,비에이라,verified-seed-csv,player_translation_epl_2025.csv,파비우 비에이라,비에이라,False
41734,2233,João Mário,João Mário,Neto Lopes,João Mário Neto Lopes,Portugal,Bologna; Juventus,Italy,UEFA Champions League; UEFA Europa League,주앙 마리우,마리우,verified-seed-csv,player_translation_ucl_2025_remaining.csv,주앙 마리우,마리우,False
41735,9064,K. Nwakali,Kelechi,Nwakali,Kelechi Nwakali,Nigeria,,,,케첼치 누아칼리,누아칼리,wikidata-ko-label,Kelechi Nwakali,켈레치 은와칼리,은와칼리,False
41748,5160,J. Onana,Jean Emile Junior,Onana Onana,Jean Emile Junior Onana Onana,Cameroon,Cameroon,Cameroon,World Cup,장 오나나,오나나,verified-seed-csv,player_translation_world_cup_2022.csv,장 오나나,오나나,False
41823,2648,K. Medina,Kevin David,Medina Renteria,Kevin David Medina Renteria,Colombia,Qarabag,Azerbaijan,UEFA Champions League,케빈 다비드 메디나 렌테리아,메디나,verified-seed-csv,player_translation_ucl_2025_remaining.csv,케빈 다비드 메디나 렌테리아,메디나,False
41892,1729,Daniel Bragança,Daniel,Santos Bragança,Daniel Santos Bragança,Portugal,Sporting CP,Portugal,UEFA Champions League,다니엘 브라간사,브라간사,verified-seed-csv,player_translation_ucl_2025_remaining.csv,다니엘 브라간사,브라간사,False
41960,18222,Ricardo Velho,Mário Ricardo,Silva Velho,Mário Ricardo Silva Velho,Portugal,,,,리카르도 벨류,리카르도,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,리카르도 벨류,리카르도,False
41964,4366,Zé Pedro,José Pedro,da Silva Figueiredo Freitas,José Pedro da Silva Figueiredo Freitas,Portugal,,,,,,nationality-phonetic:Portugal:portuguese,José Pedro da Silva Figueiredo Freitas,호세 시르바,시르바,False
41966,4387,Francisco Moura,Francisco,Sampaio de Moura,Francisco Sampaio de Moura,Portugal,FC Porto,Portugal,UEFA Europa League,프란시스코 삼파이우 드 모우라,모우라,verified-seed-csv,player_translation_uel_2025_remaining.csv,프란시스코 삼파이우 드 모우라,모우라,False
41970,16376,David Carmo,David,Mota Veiga Teixeira Carmo,David Mota Veiga Teixeira Carmo,Portugal,,,,,,wikidata-ko-label,David Mota Veiga Teixeira Carmo,다비드 카르무,카르무,False
41976,16876,Y. Neyou,Yvan Latour,Neyou Noupa,Yvan Latour Neyou Noupa,Cameroon,,,,,,nationality-phonetic:Cameroon:french,Yvan Latour Neyou Noupa,이바느 라투르 네이우 누파,네이우,False
41994,21658,João Correia,João Pedro,Araújo Correia,João Pedro Araújo Correia,Cape Verde,Pafos,Cyprus,UEFA Champions League,,,nationality-phonetic:Cape Verde:portuguese,João Pedro Araújo Correia,주오앙 페드루 아라우주오 코르라이아,아라우주오,False
41996,3787,David Sualehe,David Sena,Fernandes Sualehe,David Sena Fernandes Sualehe,Portugal,FC Noah,Armenia,UEFA Champions League,다비드 세나 페르난데스 수알레,수알레,verified-seed-csv,player_translation_ucl_2025_remaining.csv,다비드 세나 페르난데스 수알레,수알레,False
42006,1267,Al Musrati,Al Moatasembellah Ali Mohamed,Al Musrati,Al Moatasembellah Ali Mohamed Al Musrati,Libya,,,,알 무스라티,무스라티,current-clean-ko,player_translation,알 무스라티,무스라티,False
42007,4932,Dani Silva,Daniel Filipe,Bandeira e Silva,Daniel Filipe Bandeira e Silva,Portugal,FC Midtjylland,Denmark,UEFA Europa League,다니엘 필리페 반데이라 이 실바,실바,verified-seed-csv,player_translation_uel_2025_remaining.csv,다니엘 필리페 반데이라 이 실바,실바,False
42012,2131,E. Achouri,Mohamed Elias,Achouri,Mohamed Elias Achouri,Tunisia,FC Copenhagen,Denmark,UEFA Champions League,에히암 아슈우리,아슈우리,current-clean-ko,player_translation,에히암 아슈우리,아슈우리,False
42021,16957,Meshaal Barsham,Meshaal Aissa Mohammed,Barsham,Meshaal Aissa Mohammed Barsham,Qatar,Qatar,Qatar,World Cup,메샬 바르샴,바르샴,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,메샬 바르샴,바르샴,False
42036,18762,Bahaa Ellithi,Bahaa Mamdouh,Ellithi,Bahaa Mamdouh Ellithi,Qatar,,,,바하 마음두 엘리티,바하,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,바하 마음두 엘리티,바하,False
42043,16964,Mostafa Meshaal,Mostafa Tarek,Meshaal,Mostafa Tarek Meshaal,Qatar,Qatar,Qatar,World Cup,모스타파 타렉 메샬,메샬,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,모스타파 타렉 메샬,메샬,False
42044,16950,Ali Asad,Ali Assadalla,Thaimn Qambar,Ali Assadalla Thaimn Qambar,Qatar,Qatar,Qatar,World Cup,알리 아사달라 타임 암바르,알리,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,알리 아사달라 타임 암바르,알리,False
42055,18797,Shehab Ellethy,Shehab Mamdouh Abdelfadel,Ellethy,Shehab Mamdouh Abdelfadel Ellethy,Qatar,,,,셰하브 맘두 아브델파델 엘레티,엘레티,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,셰하브 맘두 아브델파델 엘레티,엘레티,False
42060,16941,Sultan Al Braik,Sultan Hussain,Al Braik,Sultan Hussain Al Braik,Qatar,,,,수르탄 후세인 알 브라이크,알 브라이크,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,수르탄 후세인 알 브라이크,알 브라이크,False
42062,16924,Mohammed Musa,Mohammed Musa Abbas,Ali,Mohammed Musa Abbas Ali,Qatar,,,,,,wikidata-ko-label,Mohammed Musa,모함메드 무사,무사,False
42063,18823,Murad Naji Hussein,Murad Naji,Kamal Hussein,Murad Naji Kamal Hussein,Qatar,,,,무라드 나지 카말 후세인,후세인,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,무라드 나지 카말 후세인,후세인,False
42073,16938,Abdullah Abdulsalam,Abdullah Abdulsalam,Alahrak,Abdullah Abdulsalam Alahrak,Qatar,,,,압둘라 압둘살람 알라라크,압둘라,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,압둘라 압둘살람 알라라크,압둘라,False
42075,18824,Edmilson Junior,Edmilson Junior Paulo,da Silva,Edmilson Junior Paulo da Silva,Brazil,,,,에드밀손 주니어 파울루 다 실바,에드밀손,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,에드밀손 주니어 파울루 다 실바,에드밀손,False
42081,16965,Hazem Shehata,Hazem Ahmed Mohamed,Ahmed Shehata,Hazem Ahmed Mohamed Ahmed Shehata,Qatar,,,,하젬 아흐메드 모하메드 아흐메드 세하타,세하타,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,하젬 아흐메드 모하메드 아흐메드 세하타,세하타,False
42085,18764,Rabeh Boussafi,Rabeh Yahia,Boussafi,Rabeh Yahia Boussafi,Qatar,,,,사우드 무바라크 알 카테르,알 카테르,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,사우드 무바라크 알 카테르,알 카테르,False
42087,16966,Khalid Muneer,Khalid Muneer Ali,Abu Bakr Mazeed,Khalid Muneer Ali Abu Bakr Mazeed,Qatar,Qatar,Qatar,World Cup,칼리드 무니르 알리 아부 바크르 마지드,마지드,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,칼리드 무니르 알리 아부 바크르 마지드,마지드,False
42088,16925,Ismaeel Mohammad,Ismaeel Mohammad,Mohammad,Ismaeel Mohammad Mohammad,Qatar,Qatar,Qatar,World Cup,이스마엘 모하마드,모하마드,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,이스마엘 모하마드,모하마드,False
42089,16944,Mohammed Muntari,Mohammed,Muntari,Mohammed Muntari,Qatar,Qatar,Qatar,World Cup,모하메드 문타리,문타리,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,모하메드 문타리,문타리,False
42093,18801,Saoud Al Khater,Saoud Mubarak,Al Khater,Saoud Mubarak Al Khater,Qatar,,,,사우드 알 카테르,카테르,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,사우드 알 카테르,카테르,False
42139,16967,Fahad Younis,Fahad Younis Ahmed,Baker,Fahad Younis Ahmed Baker,Qatar,,,,파하드 유니스 아흐메드 베이커,베이커,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,파하드 유니스 아흐메드 베이커,베이커,False
42148,16926,Mohammed Alaa Eldin,Mohammed Alaa Eldin,Abdelmotaal,Mohammed Alaa Eldin Abdelmotaal,Qatar,,,,,,nationality-phonetic:Qatar:arabic,Mohammed Alaa Eldin Abdelmotaal,모하메드 아라아 에르디느 아브데르모타아르,아브데르모타아르,False
42166,18825,Sebastián Soria,Andrés Sebastián,Soria Quintana,Andrés Sebastián Soria Quintana,Qatar,,,,세바스티안 소리아,소리아,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,세바스티안 소리아,소리아,False
42168,18826,Marwan Badreldin,Marwan Sherif,Badreldin,Marwan Sherif Badreldin,Qatar,,,,마르완 셰리프 바드렐딘,바드렐딘,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,마르완 셰리프 바드렐딘,바드렐딘,False
42171,16927,Yazan Naim,Yazan Naim,Hussein,Yazan Naim Hussein,Qatar,,,,,,nationality-phonetic:Qatar:arabic,Yazan Naim Hussein,이아즈아느 나이므 흐우스사이느,흐우스사이느,False
42180,16951,Mohammed Waad,Mohammed Waad Abdulwahhab,Jadoua Al Bayati,Mohammed Waad Abdulwahhab Jadoua Al Bayati,Qatar,Qatar,Qatar,World Cup,모함메드 와드,와드,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,모함메드 와드,와드,False
42183,16954,Ahmed Suhail,Ahmed Suhail Saber Ali,Al Hamawende,Ahmed Suhail Saber Ali Al Hamawende,Qatar,,,,아흐메드 수헤일 사벌 알리 알 하마웬데,아흐메드,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,아흐메드 수헤일 사벌 알리 알 하마웬데,아흐메드,False
42197,16928,Abdulrasheed Umaru,Abdulrasheed,Umaru Ibrahim,Abdulrasheed Umaru Ibrahim,Qatar,,,,,,wikidata-ko-label,Abdulrasheed Umaru,압둘라쉬드 우마루,우마루,False
42207,16968,Mahmud Abunada,Mahmud,Ibrahim Abunada,Mahmud Ibrahim Abunada,Qatar,,,,마흐무드 이브라힘 아부나다,아부나다,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,마흐무드 이브라힘 아부나다,아부나다,False
